,ts_code,trade_date,open,close,high,low,pre_close,change,pct_chg,swing,vol
246,IXIC,20230406,11939.08,12087.96,12098.5,11898.36,11996.86,91.1,0.76,1.67,785431.5
247,IXIC,20230405,12081.76,11996.86,12086.75,11931.84,12126.33,-129.47,-1.07,1.28,894370.57
248,IXIC,20230404,12208.49,12126.33,12224.68,12081.81,12189.45,-63.12,-0.52,1.17,877507.69
249,IXIC,20230403,12146.09,12189.45,12196.34,12086.52,12221.91,-32.46,-0.27,0.9,950523.63
250,IXIC,20230331,12031.54,12221.91,12227.93,12030.44,12013.47,208.44,1.74,1.64,1162519.0
251,IXIC,20230330,12010.45,12013.47,12044.79,11953.37,11926.24,87.23,0.73,0.77,923956.82
252,IXIC,20230329,11855.59,11926.24,11941.59,11823.35,11716.08,210.16,1.79,1.01,915054.82
253,IXIC,20230328,11752.76,11716.08,11752.76,11635.02,11768.84,-52.76,-0.45,1.0,773096.69
254,IXIC,20230327,11868.54,11768.84,11903.21,11739.05,11823.96,-55.13,-0.47,1.39,844706.44
255,IXIC,20230324,11747.62,11823.96,11826.23,11670.67,11787.4,36.56,0.31,1.32,897321.63
